MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,Cloud9am,Cloud3pm,RainToday,RISK_MM,RainTomorrow,AverageTemp,AveragePressure,AverageHumidity,AverageWindSpeed
12.6,23.7,0,4.8,9.4,E,56,ENE,ENE,1,0,No,0,No,20.15,1027.7,42,28.5
15,26.1,0,5.8,9.5,NNE,39,NNE,NNE,1,1,No,0,No,22.2,1025.7,31.5,18.5
15.3,26.1,0,3.4,4.7,NNE,48,NNE,N,7,8,No,3.2,Yes,22.95,1021.7,15,28.5
12,15.6,3.2,7.4,1.6,NE,74,ENE,N,8,4,Yes,19.6,Yes,14,1013.15,79,28
12,18.1,19.6,3.4,1.5,NW,74,N,NW,7,8,Yes,40,Yes,15.25,1004.85,90,24
13.4,20.4,40,0.6,5.7,SW,31,SSW,SW,6,3,Yes,0,No,18,1015.7,73,16.5
9.4,17.7,0,2.6,4.2,ESE,39,SSE,E,4,6,No,0.2,No,13.35,1025.15,74,14
8.2,17,0.2,1.2,9.3,E,52,E,E,1,1,No,0,No,13.8,1028.85,55.5,27.5
9.6,19,0,3.4,7.2,ENE,43,ENE,E,5,6,No,0,No,14.7,1025.35,47,27
10.8,22.2,0,3.4,9.2,ENE,31,ENE,N,6,6,No,0,No,17.95,1018.55,48,17.5
5.9,21.7,0,3,6.3,WSW,37,NNE,WSW,1,7,No,0,No,16.3,1018.75,68,15.5
7.5,20.7,0,1.8,4.8,SE,26,SSW,SSW,5,4,No,0,No,17.25,1021.45,68.5,10
10,22.1,0,1,8.5,W,31,NNW,WSW,1,1,No,0,No,17.95,1021.4,55.5,9.5
7.5,20,0,2,6.3,SW,28,N,SW,1,5,No,0,No,16.55,1023.15,64.5,11
7,19.1,0,2.2,7.8,S,39,ENE,S,3,1,No,0,No,15.1,1022.7,57,18.5
4.4,18.5,0,3.6,5.4,E,33,ENE,ESE,7,4,No,0,No,15.55,1023.6,55,6.5
7.7,21.1,0,1.4,8.9,E,35,NE,SSE,1,1,No,0,No,16.2,1024.85,56,12
9.5,22.6,0,2.4,9.2,E,37,ENE,NW,1,1,No,0,No,17.6,1025.3,46,12
5.8,22.2,0,2.6,9.3,ENE,19,ENE,WSW,2,5,No,0,No,17.4,1022.35,43.5,13
7.2,21.4,0,2.6,4.3,NNE,43,NNE,N,7,8,No,4.8,Yes,17.85,1016.2,36,16
12,21,4.8,2.8,5.7,WNW,54,NNE,NW,1,3,Yes,2.8,Yes,16.8,1013.15,77,22
12.7,22.5,2.8,2.6,5.9,WNW,48,WNW,WNW,2,7,Yes,2,Yes,19.2,1018.85,78.5,22
11.6,22.8,2,1,7.2,NNW,31,NNE,WNW,4,3,Yes,0,No,18.8,1023.15,76.5,12
9.4,23.2,0,0.8,8.7,ENE,19,ENE,WSW,1,4,No,0.4,No,18.9,1020.1,64,11
11.7,21.5,0.4,2.4,4.7,SW,31,NNE,WSW,6,3,No,0,No,17.55,1022.2,74,13
8,21.5,0,2,6.5,WSW,22,NNE,WSW,6,7,No,0,No,17.3,1025.35,65,13
6.2,21,0,0.8,7,ENE,37,NE,SE,1,3,No,0,No,17.35,1026.55,65,10
11.4,22.9,0,3,8.9,ENE,48,ENE,ENE,1,3,No,0,No,17.9,1026.1,54.5,29.5
12.4,24.3,0,3.2,9.2,ENE,37,ENE,ENE,0,0,No,0,No,19.5,1022.9,50.5,21.5
14.4,24.9,0,4,6.3,NE,37,NE,NNE,1,7,No,0.2,No,20.8,1018.3,41.5,15.5
12.4,21.3,0.2,1.6,5.6,S,35,W,S,4,3,No,0,No,17.45,1018.4,74,13
8.6,18.3,0,2.8,6.3,S,30,SSW,S,4,8,No,0,No,15.7,1021.1,61.5,11.5
6.3,18.8,0,2,7.7,ESE,37,SSE,E,1,6,No,0,No,15.75,1021.95,50.5,14.5
7.3,19.4,0,1.6,8.4,E,46,E,E,2,3,No,0,No,15.65,1020.9,53.5,23
9.9,21.6,0,3.8,5.8,ENE,48,NE,NE,4,7,No,0.4,No,18.25,1018.6,40,20.5
13.7,19.2,0.4,3.6,1.2,ENE,54,ENE,ENE,7,3,No,1.8,Yes,16.6,1013.9,59.5,27
13.1,20.7,1.8,2.6,2.4,ENE,48,NE,E,7,7,Yes,27.8,Yes,17.8,1010.25,70.5,22.5
15.1,23.3,27.8,1.2,4.6,NNE,31,NNE,NW,7,4,Yes,6.6,Yes,20,1012.75,78,14
16,21.8,6.6,2.4,6.8,NW,41,N,NW,5,8,Yes,36.8,Yes,19.45,1011.85,80,18.5
14.3,19.2,36.8,2.8,2.9,SW,80,W,WSW,7,7,Yes,16.6,Yes,14.45,1007.7,84,30.5
8,15.6,16.6,1.8,7.2,S,54,S,SSW,6,1,Yes,0,No,13.55,1022.05,60,20.5
1.8,16.9,0,3.6,9.1,NE,28,N,N,0,1,No,0,No,12.35,1028.6,60,8
4.1,19.5,0,0.8,9,N,30,ENE,N,0,1,No,0,No,15.2,1029.3,58,12
7.6,20.4,0,2.4,9.2,ENE,30,NE,WNW,0,1,No,0,No,16,1025.95,49.5,13
7.3,20.7,0,1.8,5,E,43,NNE,ESE,7,7,No,0,No,15.85,1027.85,61,12
9.4,18.8,0,2.8,9,E,48,E,ENE,1,1,No,0,No,15.7,1030.05,60.5,26
7.4,20.2,0,2.8,9.1,ENE,56,ENE,E,0,1,No,0,No,16,1028.05,55,22.5
9.9,23.5,0,2,9.1,ENE,35,ENE,NNE,2,1,No,0,No,18.25,1024.35,39,16
10.1,23.5,0,3.2,5.8,NNE,31,NE,WNW,7,6,No,0,No,17.75,1022.65,40.5,17
10.8,19.5,0,2.2,1.4,ENE,31,NE,N,3,8,No,2,Yes,16.65,1023.85,61.5,9
13.7,20.6,2,0.6,1,E,43,ENE,NNE,7,7,Yes,2.4,Yes,18,1021.95,55.5,18
12.5,21.7,2.4,1.2,5.8,WSW,26,NNE,WSW,5,3,Yes,0,No,18.05,1022.15,81,13
10.2,20.9,0,1.2,5,WNW,33,NNE,WSW,3,7,No,2.2,Yes,15.55,1022,83,17.5
10.2,20.2,2.2,1.6,4.2,WSW,30,NNE,SSW,2,6,Yes,0.8,No,14,1021.4,95.5,12
9,20.1,0.8,1.2,4,NW,30,NNE,N,6,8,No,4.2,Yes,14.7,1021.45,91,12
12,18.9,4.2,0.4,2.3,SSW,54,NNE,WSW,7,7,Yes,4.8,Yes,16,1018.8,89,18
7.7,15.3,4.8,0.6,9.5,SSW,46,S,S,1,3,Yes,0,No,12.65,1025.65,58.5,19
0.1,15.7,0,3,9.2,E,43,WSW,SW,1,2,No,0.4,No,10.7,1027.85,60,7
5.5,17.4,0.4,1.8,4.7,E,43,NNE,SSE,7,4,No,0.2,No,13.7,1027.5,67.5,14
3.8,16.9,0.2,1,9.1,E,39,E,E,1,0,No,0,No,13.7,1033.4,50,16.5
3.4,16.8,0,2,9.2,NE,30,NE,E,0,0,No,0,No,13,1031.2,53,15
6.4,17.1,0,1.6,7.7,ENE,37,E,E,7,7,No,0,No,12.75,1030.75,57.5,20.5
8.8,18.3,0,2.4,9.2,NE,43,E,E,1,1,No,0,No,14.55,1030.65,56.5,24
9.9,17.5,0,3,9.4,ENE,44,ENE,ENE,2,1,No,0,No,14.5,1029.05,62.5,29.5
9.3,19.2,0,2.2,9.3,NE,50,NE,NE,0,3,No,0,No,15.65,1025.05,41.5,28.5
11.8,20.9,0,3.8,2,NNE,39,NNE,NNE,5,8,No,0.4,No,17.45,1022.35,38,20.5
12.5,21.2,0.4,3.2,1.8,NNE,19,NNE,NNE,7,7,No,0.2,No,17.25,1023.05,75.5,9
12.2,18.5,0.2,0.4,0.1,NNE,33,NNE,NNE,7,7,No,33.8,Yes,16.5,1016.1,42.5,18
13.4,19.9,33.8,2.2,7.4,E,43,N,W,5,3,Yes,10.8,Yes,16.55,1007.8,78.5,19.5
8.1,16.4,10.8,2.8,8.2,S,30,NE,SW,1,6,Yes,0,No,13.55,1016.7,65.5,14
6.2,18.1,0,2.2,4.1,NW,39,NE,NW,2,7,No,10,Yes,13.9,1017.7,71.5,15.5
9.8,16.8,10,0.4,5.8,S,39,SSE,S,1,6,Yes,0,No,14.25,1021.5,61.5,15.5
1,18,0,3.2,8,E,43,N,SSW,1,3,No,0.2,No,13.15,1027.5,60.5,12.5
8.8,18.2,0.2,1.8,5.3,S,39,ENE,S,5,4,No,0,No,13.4,1027.75,74,16.5
3.8,17.8,0,1.8,7.9,ENE,33,ENE,ENE,1,5,No,0,No,14,1031.5,67,16.5
7.8,20.6,0,1.6,7.3,ENE,37,ENE,NE,7,3,No,0.6,No,16.1,1027.25,48,22
11.9,15.9,0.6,2.6,1.3,NNE,43,NE,NE,8,7,No,5,Yes,13.55,1017.2,79.5,24
10.5,20.1,5,0.6,1.4,N,24,N,NNW,7,7,Yes,4.4,Yes,17.65,1018.3,82,12
15.6,20.1,4.4,1.6,0,NNE,52,ENE,NNE,8,7,Yes,16.4,Yes,18,1018.85,85,14
15.8,21.8,16.4,1.6,0,ESE,50,NNE,WSW,7,5,Yes,0.6,No,18.65,1012.2,75.5,12
11.7,17.7,0.6,2,6.8,SE,54,SE,ESE,2,7,No,0,No,14.65,1024.05,55.5,27
4.1,16.7,0,2.2,7.1,ENE,35,ESE,E,7,1,No,0,No,13.45,1033,57.5,17.5
4.2,18,0,2.6,8,ENE,33,E,ENE,1,7,No,0,No,14.4,1034,56,15
8,18.4,0,2.8,8.2,E,33,E,ENE,7,5,No,0,No,14.75,1032.15,53.5,20.5
6.2,18.4,0,1.4,8.7,NE,44,E,E,6,3,No,0,No,15.1,1028.05,55.5,25
8.8,20.1,0,4,4,ENE,46,ENE,NE,7,2,No,1.2,Yes,15.9,1019.45,45.5,20.5
11.9,18.6,1.2,1.4,2.7,NE,30,NE,NW,7,7,Yes,5.4,Yes,15.9,1014.2,78.5,13
8.2,15.2,5.4,2.2,2.8,WSW,67,NE,WSW,7,7,Yes,7.2,Yes,12.75,1013.4,73,24
3.3,14.7,7.2,1.6,6.5,WSW,30,NNE,NW,3,7,Yes,4.2,Yes,10.65,1023.05,65.5,7.5
7.6,18.6,4.2,1.8,5,WSW,54,NE,WSW,6,4,Yes,4.2,Yes,14.1,1020.2,76.5,20.5
9.6,18.2,4.2,2,7.1,SSE,37,W,S,6,5,Yes,0,No,15.25,1028.75,57.5,14
4.7,18.3,0,2.6,5.6,S,35,ENE,S,6,3,No,0,No,15.35,1030.2,66.5,10
12.9,17.3,0,2,0.6,WNW,19,W,SW,7,7,No,0,No,16.15,1026.5,67,6.5
8.3,23.4,0,1.2,9.8,E,26,E,NE,0,1,No,0,No,17.6,1023.1,56,7.5
12.7,27.4,0,4.6,9.9,ENE,37,ENE,N,0,1,No,0,No,22.55,1020.65,32.5,16
11.6,23.4,0,4.4,7.3,ENE,31,NNE,WNW,2,6,No,7.6,Yes,20.25,1020.95,52,14
15.4,20.7,7.6,0.8,1.7,N,43,ENE,N,7,7,Yes,3.6,Yes,17.8,1017.35,84,16
11.6,19.9,3.6,1.4,9.5,W,41,W,WNW,3,3,Yes,2.6,Yes,18.35,1016.15,54,19.5
10.1,20.1,2.6,3.8,5.8,WNW,65,NNE,NW,1,7,Yes,24.6,Yes,17,1011.35,74.5,21.5
11.6,18.6,24.6,4.4,8.9,W,56,S,WSW,6,3,Yes,3.6,Yes,16.5,1013.2,62.5,22
10,16.2,3.6,1.6,3,WSW,52,NNE,WSW,7,5,Yes,23.8,Yes,13.5,1011.7,79.5,18.5
4,17.6,23.8,3.8,8,SE,37,NNE,S,6,7,Yes,0,No,12.5,1018.85,73.5,14
6.6,19,0,2.4,9.2,ESE,35,E,SE,1,3,No,0,No,14.5,1027.9,56.5,13
9.5,19,0,1.4,10.5,NE,44,ENE,ENE,1,2,No,0,No,15.9,1029.35,54.5,23
8.6,19.6,0,3.8,10.4,E,41,ENE,ENE,1,3,No,0,No,15.65,1025.85,44.5,18
9.8,21.5,0,4.2,5.7,ENE,39,NE,NNE,7,7,No,0,No,16.9,1020.55,40,15
11.6,25.5,0,3.6,10.2,ENE,39,ENE,NNE,3,3,No,0,No,20.2,1016.1,36,23
12.4,22.2,0,3.8,7,NW,39,N,NW,4,3,No,2.4,Yes,19.55,1015.25,70,20.5
11.1,21.9,2.4,3.2,7.4,NW,56,NNE,WNW,7,5,Yes,11.8,Yes,18.75,1013,72.5,25
11.4,18.9,11.8,2.5,7.8,W,46,SSE,WSW,7,4,Yes,0,No,16.4,1019.6,60,15
6.9,17,0,4.6,6.3,WSW,54,N,WSW,1,7,No,3.8,Yes,14.4,1017.8,74,23.5
5.1,16.4,3.8,3.2,10.3,S,46,SSE,S,1,6,Yes,0,No,12.65,1023.6,50.5,25
1.7,16.7,0,3.8,7.1,ENE,37,E,E,1,7,No,0,No,12.9,1026.7,53,9.5
8.6,21,0,3.2,10.4,E,48,ENE,ENE,0,3,No,0,No,16.65,1021.7,42,19.5
4.8,20.2,0,2.8,8,NW,37,NNE,NNW,1,7,No,13.8,Yes,15.8,1016.75,60,15.5
10.3,19.3,13.8,3,8.6,SSW,54,WSW,SW,3,5,Yes,0,No,17.7,1021,54.5,25
4.3,19.2,0,3.6,10.5,SSW,31,ENE,SSE,1,6,No,0,No,16.1,1027.95,48.5,10
5.2,24.1,0,4,10.6,NE,31,ENE,NE,0,0,No,0.6,No,19.15,1026.7,39,11
9.3,26.9,0.6,3.4,10.8,NNE,39,NNE,N,3,0,No,0,No,23.6,1022.3,27.5,14
13.3,31.6,0,6.6,10.4,NW,56,NE,NNE,7,1,No,0,No,26.15,1016.5,20.5,23
16.3,21.9,0,6.4,0.3,NNW,56,N,NNW,8,8,No,8.6,Yes,17.7,1015.2,69.5,21.5
9.3,21.2,8.6,1.6,10.1,NW,63,N,NW,6,4,Yes,13.4,Yes,18.6,1017.55,62,29
13.7,17.3,13.4,3.2,5.4,W,61,W,W,7,5,Yes,6.6,Yes,14.8,1015.85,62.5,23.5
4.9,18.5,6.6,3.8,9.2,SSW,39,N,SW,2,3,Yes,0,No,15.05,1024.3,56,15.5
6.3,19.1,0,3,6,WSW,37,E,SW,1,5,No,0,No,15.85,1026.65,59,13.5
9,18.2,0,3.8,9.5,SSE,37,ESE,SSE,4,1,No,0,No,14.85,1027.45,41.5,18.5
6.1,20.9,0,4,10.9,E,52,E,ENE,0,0,No,0,No,16.35,1026.95,42.5,23
7.6,25.8,0,4,11,ENE,35,ENE,NE,1,0,No,0,No,20.35,1023.75,33.5,14
5.9,25.9,0,5.2,9.5,SSW,37,NE,SW,1,7,No,0,No,21.35,1020.3,37,14.5
12.4,20.3,0,5.4,8.4,S,48,S,SSW,4,5,No,0,No,17.45,1025.05,54,27
7.4,20.6,0,5.2,11.1,ESE,41,E,SE,0,0,No,0,No,16.9,1028.9,35.5,16
9.2,22.7,0,5,11.1,ENE,52,ENE,ESE,0,0,No,0,No,18.8,1028,35,23
11.5,25.8,0,6.4,11,ENE,50,NE,ENE,1,1,No,0,No,22.1,1025.85,27.5,24
14,30,0,8,11,ENE,39,NE,NNE,0,1,No,0,No,25.95,1023.05,21,21.5
16.9,31.3,0,5.6,8,NNE,52,NNE,W,7,3,No,0,No,24.6,1018.75,31,28
12.2,22.6,0,5,11,W,39,SSW,WSW,1,1,No,0,No,20.35,1020.3,53.5,21
7.8,23.8,0,7.2,9.5,ESE,39,S,SW,1,1,No,0,No,18.95,1023.45,55,17.5
11.5,25.9,0,5.8,11.1,E,69,E,E,1,2,No,0,No,21.35,1020.95,42,32.5
12.9,28,0,5.2,11.1,ENE,41,ENE,WSW,1,2,No,0,No,21.65,1015.75,46.5,20
11.5,22.8,0,5,9.8,WSW,35,NNW,WSW,6,2,No,0,No,19.55,1018.1,54.5,12.5
9.2,24.5,0,5.2,10.8,WSW,31,NNE,WSW,1,1,No,0,No,21.1,1023.9,59.5,16
10.9,33.5,0,4.4,11.2,N,39,NE,WNW,0,0,No,0,No,25.35,1020.8,34.5,18
10.9,28.3,0,6.4,5.4,NNW,28,NNE,W,7,7,No,0.2,No,23.6,1019.45,29.5,13
13.1,25.5,0.2,4.2,10.1,WNW,41,NNE,WNW,7,4,No,0,No,22.05,1021.8,65.5,14
15.6,24.1,0,3.6,6.9,NNW,41,N,WNW,5,7,No,1.6,Yes,21.15,1019.5,68.5,21.5
15.9,20.2,1.6,7.4,8.4,SW,59,W,SW,5,7,Yes,0,No,18.85,1019.9,48,31.5
4.9,21.6,0,5.2,11.2,NE,46,E,SE,1,0,No,0,No,17.5,1027.95,31.5,18.5
7.6,27.6,0,5.8,11.2,ENE,50,ENE,ENE,2,5,No,0,No,23,1022.1,18.5,24
9,30.2,0,6.6,11.6,SW,35,ENE,SW,1,1,No,0,No,26.4,1020.25,26,20.5
12.7,34.7,0,7.4,11.7,ENE,33,ENE,WSW,0,1,No,0,No,28.3,1020.35,26,13.5
12,33.2,0,8,11.2,W,31,SSW,WSW,2,1,No,0,No,27.5,1021.35,39.5,13
16.5,32.9,0,7.8,9.9,E,43,ENE,E,2,2,No,0,No,28.25,1020.1,36,18.5
18.1,33.5,0,8.2,11.8,ENE,43,E,WSW,1,1,No,0,No,27.65,1016.75,34,13
13.1,32.4,0,7,9.5,SW,50,N,W,1,1,No,0.4,No,22.9,1012.95,54,13
12.9,21.9,0.4,6.6,5.8,W,41,SW,WSW,8,7,No,1.8,Yes,19.15,1014.2,71,23
8,20.5,1.8,5.6,9.4,SW,37,S,SW,7,2,Yes,0,No,17.65,1021.95,42.5,22
3.7,22.7,0,3.8,12,SW,41,S,WSW,1,0,No,0,No,20.25,1022.2,36,19.5
6.3,30.1,0,6.8,12.1,ENE,37,ENE,W,0,1,No,0,No,24.55,1015.45,31,22
10.1,22.7,0,7.2,5.7,WNW,43,WSW,NW,6,7,No,1,No,19.75,1017.2,56.5,24
8,22.4,1,4.2,10.2,WNW,41,SSE,WSW,3,1,No,0,No,19.3,1021.8,49,19.5
7.1,28.4,0,5.8,12,S,43,ENE,W,0,0,No,0,No,23.95,1019.9,38,18
11.4,32.9,0,8.8,12.3,ENE,35,ENE,WSW,0,0,No,0,No,26.9,1015.95,35,21
11.4,24.2,0,7,5.3,WSW,33,WSW,W,7,7,No,0,No,21.25,1014.3,68.5,11.5
16.2,22.5,0,5,6.6,SW,41,WSW,SW,7,7,No,0,No,20.45,1016.3,60,26
12.6,25,0,4.8,6.3,SE,41,SSW,SSW,7,4,No,0,No,21.5,1018.4,51.5,17.5
15.2,24.5,0,5.6,8.8,ESE,65,SE,SE,3,5,No,0.6,No,21.3,1018.45,45.5,16.5
14.9,28.5,0.6,6.4,12,E,48,E,E,2,1,No,0,No,24,1017.1,44.5,18.5
15.2,27.3,0,8,5.6,E,56,ESE,S,7,8,No,2.6,Yes,23.55,1014.45,46.5,21.5
17.7,27.2,2.6,5,11.1,E,48,NE,WSW,3,2,Yes,0,No,23.65,1014.25,58.5,18.5
15.4,26.6,0,7.2,10.1,WNW,31,NW,SW,8,0,No,0,No,23.2,1015.1,65.5,16
16.8,27.7,0,5.2,5.8,W,37,N,WNW,5,7,No,11,Yes,23.75,1015.5,56.5,20.5
16,24.8,11,5,10.8,W,35,WNW,W,7,3,Yes,0,No,23.05,1015.95,58,17.5
11.1,26.1,0,7,6.9,W,31,E,W,7,3,No,14.8,Yes,21.45,1011.3,54.5,18.5
13.9,23.4,14.8,5.6,10.3,W,39,SSW,W,4,4,Yes,0,No,20.35,1011.25,62,20.5
14.8,26.2,0,5.8,12.6,W,35,NE,WSW,0,1,No,0,No,23.05,1017.4,44.5,16.5
13,25.6,0,7.2,12.2,W,33,SW,W,1,1,No,0,No,22,1013.35,50,15.5
10,24.5,0,7,9,WSW,37,SW,WSW,6,7,No,0,No,21.4,1007.3,53.5,16.5
15,26.6,0,6,8.3,SSW,44,S,SW,7,3,No,1.2,Yes,22.45,1005.4,53.5,21.5
17.3,24.1,1.2,7.4,4,S,39,SSW,SW,8,6,Yes,0,No,21.15,1013.45,56,23
13.6,26.2,0,4.2,12.7,SW,44,S,SW,0,1,No,0,No,22.15,1017.85,52,22
14.7,30.4,0,7,12.4,E,52,S,SW,1,2,No,0,No,25.35,1017.85,49,21.5
17.1,32.1,0,8.6,12.8,ENE,54,ENE,WSW,3,6,No,0,No,27.5,1015.75,41,23
11.5,30.5,0,8.6,12.6,WSW,35,SSW,SW,0,1,No,0,No,26.3,1016,44,16.5
14.8,34.8,0,8.6,11.9,W,39,E,WSW,5,5,No,0,No,28.15,1017.95,41,21.5
19.7,36.1,0,10.8,12.6,E,69,E,WSW,1,1,No,0,No,31,1016.35,28.5,24
21.9,39.2,0,8,12.6,E,56,NNE,W,1,1,No,0,No,34.5,1010.35,22,26
18.7,32.5,0,13.2,12.2,WSW,37,S,SW,1,0,No,0,No,28.5,1012.1,39,19.5
12.9,32.5,0,10.8,13.1,ENE,30,NE,W,0,0,No,0,No,28.6,1010.7,27,12
14,26.2,0,10.8,9,W,52,WNW,WNW,1,7,No,0.8,No,23.8,1007.4,60.5,25.5
16.3,21.8,0.8,7.2,8.5,WSW,50,W,WSW,6,7,No,0.6,No,19.6,1016.1,48,26
8.8,22.8,0.6,6.2,12.7,WSW,48,SW,SW,3,1,No,0,No,19.95,1022.8,37.5,22.5
12.9,30.1,0,7.6,13.1,E,56,E,E,1,6,No,0,No,24.7,1023.3,27,20.5
15.4,34.8,0,11,12.9,E,76,NE,NE,3,3,No,0,No,29.2,1018.75,19,25.5
21.8,36.2,0,12.2,11.9,E,61,NNE,NW,6,0,No,0,No,32.3,1014.05,13,30.5
15.3,28.6,0,10,11.5,NNW,35,NW,W,4,5,No,0,No,24.75,1013.55,57.5,13
16.6,27.1,0,7.8,12.5,WSW,48,SSW,WSW,5,1,No,0,No,24.45,1013.85,49.5,28.5
14.7,26.5,0,10.4,13.2,SE,48,S,SW,1,1,No,0,No,23.3,1015.55,44.5,21.5
14.3,31,0,9.8,12,E,50,E,E,1,6,No,0,No,25.6,1014.85,30,21.5
16.9,31.5,0,9,13,ESE,33,N,W,2,1,No,0,No,27.45,1011.05,35.5,16.5
16.3,28.7,0,9.8,12.6,W,37,SSE,W,2,1,No,0,No,25.2,1014.05,46,16.5
13.7,27.1,0,8.6,13,SW,50,SW,SW,3,1,No,0,No,23.65,1015.5,47,20
12.1,25.7,0,9.8,13.2,SSE,41,SSE,SW,4,0,No,0,No,21.5,1018.6,42,31.5
13.9,29.1,0,12,13.1,E,43,E,ESE,0,0,No,0,No,23.95,1019.5,27,24
15.9,36.2,0,10.2,9.1,ESE,56,ENE,ENE,6,7,No,0,No,29.65,1012.65,23.5,23
22.6,30.3,0,9.4,9.8,SW,41,NW,WSW,2,7,No,0,No,27.25,1009,40.5,17.5
16.3,25,0,10.8,9.1,WSW,46,SSW,SW,7,5,No,4.8,Yes,22.3,1011.85,48.5,25
12.7,18.9,4.8,7.6,4.3,W,54,SSW,SSE,7,7,Yes,11,Yes,15.75,1012,68.5,14.5
11.3,21.7,11,4.8,1.9,SW,52,W,WSW,7,7,Yes,1.6,Yes,18.8,1013.35,78,26
12.7,23.4,1.6,2.8,11.5,SW,54,SW,SW,6,4,Yes,0,No,20.6,1017.75,51,30.5
8.3,24.7,0,8,12.9,WSW,43,SSE,SW,3,0,No,0,No,20.75,1019.6,46,20.5
13.1,25.1,0,7.8,12.1,W,39,SSW,W,2,5,No,0,No,22.35,1018.8,49.5,19.5
13.9,27.8,0,8,13.1,SW,44,SE,SW,1,1,No,0,No,23.9,1018.7,39.5,26
15.9,32.5,0,11.2,12.7,E,69,ENE,WSW,1,2,No,0,No,26.4,1016.55,29.5,28.5
16,29.4,0,7.8,6.2,WSW,43,SSW,SW,8,8,No,0,No,26.05,1011.05,38.5,21.5
15,26.1,0,6.8,12.1,W,39,S,WSW,4,1,No,0,No,23.3,1013.75,53.5,20.5
13,26,0,6.6,13.3,SW,46,NW,SW,1,1,No,0,No,23.95,1013.95,48.5,15
12.3,28.7,0,8.8,13.3,W,37,WNW,W,0,0,No,0,No,24.65,1012.5,49,16.5
15.9,27.6,0,8.8,12.9,SW,48,S,SW,3,1,No,0,No,23.8,1013.6,50,27
16.6,29.7,0,10,13,SSW,43,SSW,W,3,1,No,0,No,26.5,1011.35,43.5,19.5
17,26.5,0,9.2,12.8,SW,54,WNW,SSW,4,3,No,0,No,23.7,1009.25,49,24
14.3,23.8,0,11,13.2,WSW,54,S,SW,5,2,No,0,No,20.9,1013.45,31.5,35
15.3,30,0,10.6,11.5,ENE,56,E,E,5,1,No,0,No,24.25,1012.55,28.5,24
17.8,36.3,0,11.8,12.5,E,61,ENE,SW,1,1,No,0,No,30.65,1008.95,24,32.5
23.1,39.8,0,12.2,13,SW,46,E,SW,0,2,No,0,No,34.45,1010.3,26.5,23
21.7,40,0,12,12.8,SW,48,ENE,WSW,1,2,No,0,No,34.2,1008,30.5,30.5
18.1,27.9,0,12,13,SW,56,SSW,SW,1,0,No,0,No,23.8,1010.3,49,35
12.1,30.3,0,12.6,13.1,ESE,48,ESE,E,0,0,No,0,No,24.25,1016.45,26.5,19.5
14.4,33.9,0,11.8,13.3,E,57,E,S,0,0,No,0,No,27.5,1014.55,23,22
16.9,38.7,0,11.8,13.2,E,44,NE,WSW,0,0,No,0,No,33.65,1013.45,12,22
20,41.7,0,12.4,13.2,ENE,39,NNE,SW,0,1,No,0,No,37.8,1012.2,9,26
22.4,36.9,0,15.2,10.1,W,35,NNE,W,6,7,No,0,No,33.1,1007.6,24,21.5
21,32.2,0,10.8,7.2,E,59,SE,W,3,7,No,0,No,26.5,1009.95,42.5,21.5
17.8,32.2,0,9,12.9,ESE,67,E,ESE,1,1,No,0,No,26.9,1013.45,32.5,26
16.8,35,0,13.2,12.2,E,85,E,E,3,7,No,1.2,Yes,27.8,1013.4,31.5,31.5
19.5,36.6,1.2,13.2,11.4,E,59,ENE,SSE,2,1,Yes,0,No,30.65,1009.4,36.5,26
22.5,37.4,0,10.8,12.3,E,41,ESE,WSW,4,4,No,0,No,31.65,1010.55,37.5,20.5
24,31.4,0,13.4,4.2,W,37,S,WSW,8,7,No,0,No,29.8,1010.5,38.5,14.5
20.2,30.2,0,7,10.3,NW,37,NNE,W,6,1,No,0,No,26.35,1011.25,60,16.5
19,34.9,0,6.4,12.6,WSW,37,NNE,WSW,0,1,No,0,No,28.9,1013.55,48.5,16.5
22.2,43,0,11.8,12.6,E,57,NE,E,1,5,No,0.2,No,35,1012.3,18.5,28.5
26.5,37.4,0.2,15.4,6.1,ESE,61,E,E,6,7,No,0,No,31.05,1011.7,32,36.5
17.5,35.5,0,10.4,11.6,WNW,41,NNE,WNW,1,5,No,0,No,31.9,1010.65,34.5,19.5
20.8,25.9,0,9.6,4.7,SW,39,WSW,WSW,7,5,No,0,No,24.15,1012.75,56,19.5
14.7,27.6,0,5.4,7.9,WSW,35,N,WSW,4,3,No,0,No,24.35,1012.35,58.5,17.5
17.6,26.9,0,7,7,SW,41,WSW,SW,7,5,No,0,No,24.65,1014.25,58.5,23
15,31.4,0,8.8,13.3,E,57,E,SE,6,1,No,0,No,25.45,1021.6,28.5,27.5
16,34.1,0,12.4,13.2,ESE,61,E,ENE,1,1,No,0,No,27.7,1021.1,25.5,30.5
18.7,36.7,0,13.4,11.6,E,56,NE,WSW,1,3,No,0,No,32.7,1016.9,17,20
22,38.6,0,11.4,8.4,NNE,41,NNE,W,7,6,No,0,No,34.05,1012.45,20.5,22.5
17.6,31.3,0,9.6,9.2,W,33,SW,W,5,7,No,0,No,28.9,1008.7,43,14.5
19.5,23.9,0,8,2.9,WNW,35,WNW,WSW,8,7,No,0,No,21.75,1005.45,65.5,18.5
12.8,25.9,0,5.2,5.5,NNE,44,NE,ESE,6,5,No,3.4,Yes,22.15,1004.4,48.5,17.5
